id,location,products
n382,,"Television Set Part of Vehicle, Engine ECU Part of Vehicle, Bumper Part of Vehicle, Rear View Monitor Part of Vehicle, Bumper Part of Vehicle, T- Bar Roof Part of Vehicle, CPU Part of Vehicle"
n383,Japan,Electronics Parts Part of Vehicle
n384,,"Wire rods, PCB, PCB Mounted Products Part of Vehicle"
n385,United Kingdom,Paint Coating Part of Vehicle
n386,Taiwan,"Banking, Continuous caster billet"
n387,Japan,Industrial Support Services
n388,Saudi Arabia,
n389,Bermuda,Oil Pump Part of Vehicle
n390,China,"Ferrite strontium powder, Uranium, Iron ore lumps, Iron ore concentrate"
n391,,"Steel, Steel, Aluminium"
n392,Canada,"Commercial Support Services, GPS Part of Vehicle"
n393,United States,"Turn Signal Switch Part of Vehicle, Ventilator Part of Vehicle, Air Intake Resonator Part of Vehicle, IGBT devices for Power ECU Part of Vehicle, Electric Air Purifier Part of Vehicle"
n394,Australia,Uranium
n395,Spain,"Phosphates, Sulphuric acid, Fertilizer"
n396,United Arab Emirates,Steel angles
n397,Thailand,
n398,Cyprus,Limestone
n399,Germany,"Various power semiconductor devices for Converter Part of Vehicle, Heat treatment Part of Vehicle, HVAC Module Part of Vehicle"
n400,Japan,"PCB, PCB Mounted Products Part of Vehicle"
n401,,
n402,Indonesia,"Copper rod, Aluminium rod, Wire rods"
n403,Vietnam,Asset Management
n404,United States,"Software, Software"
n405,Japan,"Vehicle Emergency System Part of Vehicle, Ignition System Part of Vehicle, Air Conditioner Hose Part of Vehicle, Internet Media & Services, Security System Part of Vehicle"
n406,,"Hot-rolled sheet, Forestry, Paper & Wood Products, Sulphuric acid, Food"
n407,,"Sulphuric acid, Sodium tripolyphosphate"
n408,Japan,"Carburetor Parts Part of Vehicle, Internet Media & Services"
n409,Japan,"Cobalt hydroxide, Chemical grade alumina"
n410,Mauritius,Various power semiconductor devices for Power ECU Part of Vehicle
n411,,"Chemical grade alumina, Alumina, Copper, Organic-coated rolls, Sulphuric acid, Software, Household Products, Leisure Products, Pyrite"
n412,China,"Wholesale - Consumer Staples, Rubber-metal parts Part of Vehicle, Distributor Part of Vehicle"
n413,China,"Forestry, Paper & Wood Products, Forestry, Paper & Wood Products, Fertilizer, Coal, Thermal coal"
n414,United States,Household Products
n415,United States,Chemical grade alumina
n416,China,"Automatic Transmission Part of Vehicle, Gear Part of Vehicle, Stamping Part of Vehicle, Welding Part of Vehicle"
n417,,"Sulphuric acid, Aluminium hydroxide, Aluminium hydroxide"
n418,,
n419,Japan,Steel
n420,Taiwan,"Cooling Fan Part of Vehicle, Cooling Fan Coupling Part of Vehicle, Blower Part of Vehicle, Super Charger Inter Cooler Part of Vehicle"
n421,Bermuda,"Asset Management, Asset Management"
n422,Indonesia,"Coal, Limestone, Limestone"
n423,France,Fertilizer
n424,Vietnam,"Steel, Zircon"
n425,Japan,"Seat Part of Vehicle, Interior Part of Vehicle"
n426,Singapore,"Wire rods, Flat bars, Welded pipes and rebars, Rutile, Continuous caster billet"
n427,United States,"Wire Harness Part of Vehicle, Automatic Transmission Carrier Part of Vehicle, General Commodity Part of Vehicle"
n428,Japan,Pickled steel
n429,United States,"E-Commerce Discretionary, Telematics Communication System Part of Vehicle, Memory Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, All Selected"
n430,Spain,"High-carbon ferromanganese, Forestry, Paper & Wood Products, Alumina"
n431,Japan,
n432,,
n433,,"Leisure Facilities & Services, Home Construction, Information System Part of Vehicle, Engine Lubricating Parts Part of Vehicle, Industrial Support Services"
n434,Japan,
n435,Malaysia,"Tin, Pyrite"
n436,Cayman Islands,Asset Management
n437,United States,Chemical grade alumina
n438,Taiwan,"Hot-rolleds steel, Hot-rolled sheet"
n439,China,Coal
n440,South Korea,Metal forming Part of Vehicle
n441,China,Alumina hydrate
n442,South Korea,"Food, Hot-rolled strip, Software, Cobalt, Chemical grade alumina, Beverages"
n443,,"Organic-coated rolls, Sulphuric acid, Iron concentrate, Aluminium, Leisure Products, Leisure Products"
n444,,"Remelt, Silicomanganese, Wire rods, Continuous caster billet"
n445,,"Software, Coal, Coal"
n446,Vietnam,Containers & Packaging
n447,Pakistan,Categories by Production process Part of Vehicle
n448,India,"Turbo/Supercharger Part of Vehicle, Turbo/Supercharger Parts Part of Vehicle, Various Motor Part of Vehicle"
n449,Japan,Fertilizer
n450,United Kingdom,Categories by Production process Part of Vehicle
n451,China,Coking coal
n452,,"Tuner Part of Vehicle, Key Set Part of Vehicle, Various Semiconductors Part of Vehicle"
n453,South Korea,"Hot-rolled coil, Hot-rolled strip, Hot-rolled sheet, Steel plates, Steel, Galvanized steel, Galvanized steel"
n454,Netherlands,Asset Management
n455,Norway,Silicomanganese
n456,United States,Internet Media & Services
n457,China,Chemical grade alumina
n458,Japan,"Leisure Products, Insurance, Real Estate Services, Limestone, Limestone, Fertilizer, Limestone, Iron ore, Uranium, Pci, Software, Food, Beverages, Household Products, Aluminium slab, Household Products, Food"
n459,,"Commercial Support Services, Containers & Packaging, Containers & Packaging, Optical Fiber Part of Vehicle, Containers & Packaging, Wholesale - Discretionary, Wholesale - Discretionary"
n460,United States,Bituminous coking coal
n461,China,"Steel, High-carbon ferromanganese, High-carbon ferromanganese, Nickel"
n462,Netherlands,Asset Management
n463,,"Organic-coated rolls, Phosphates, Lignite, Ferrite strontium powder, Steel slab"
n464,Japan,Auto Cruise Control System Part of Vehicle
n465,Japan,Hot-rolled steel rolls
n466,,
n467,,"Asset Management, Steel, Remelt, Organic-coated rolls, Household Products"
n468,Thailand,Apparel & Textile Products
n469,,
n470,United States,"Steel, Cold-rolled steel, Aluminium high purity"
n471,,"Nickel, Nickel, High-carbon ferromanganese, Gold, Silver, Bauxite, Molten metal, Real Estate Services, Coal"
n472,,"Climate Control Part of Vehicle, Vibration/Acoustic Insulator Part of Vehicle"
n473,Indonesia,Asset Management
n474,Japan,Beverages
n475,South Korea,Welded pipes and rebars
n476,Japan,"Electronics/Electric Parts Part of Vehicle, Electronics Parts Part of Vehicle, Electronics/Electric Parts Part of Vehicle"
n477,South Korea,"Pci metallurgical coal, Organic-coated rolls, Molten metal, Leisure Products"
n478,Japan,"Heater Control Unit Part of Vehicle, Emblem Part of Vehicle, Film Antenna Part of Vehicle, Sun Visor Part of Vehicle, Categories by Production process Part of Vehicle, Categories by Production process Part of Vehicle"
n479,,Steel
n480,China,"Surface treatment/Heat treatment Part of Vehicle, Categories by Production process Part of Vehicle"
n481,Luxembourg,Hot-rolled steel rolls
n482,,Thermal coal
n483,Taiwan,Electronics/Electric Parts Part of Vehicle
n484,,"HVAC Module Part of Vehicle, Pipe / Hose Part of Vehicle, Containers & Packaging, Floor Insulator Part of Vehicle, Cabin Filter Part of Vehicle, Climate Control Part of Vehicle, Air Cleaner Part of Vehicle, Pressure Regulator Part of Vehicle, Security System Part of Vehicle, Oil Level Sensor Part of Vehicle, Commercial Support Services, Commercial Support Services, Various surface treatment Part of Vehicle, Machining Part of Vehicle, Clean energy system Part of Vehicle"
n485,,"Leisure Products, Tinplate"
n486,,"High purity, High-carbon ferromanganese, Refined silver, Heavy angles, Organic-coated rolls, Organic-coated rolls, Organic-coated rolls, Beverages, Phosphates, Alumina hydrate, Alumina"
n487,,
n488,United States,"Pci, Software"
n489,Hong Kong,Commercial Support Services
n490,South Korea,Commercial Support Services
n491,Netherlands,"Alumina, Aluminium hydroxide, Aluminium hydroxide"
n492,Taiwan,
n493,Japan,"Air/Fuel Management Part of Vehicle, Distributor Part of Vehicle"
n494,Brazil,Common Rail Part of Vehicle
n495,Japan,"Hard coking coal, Forestry, Paper & Wood Products"
n496,United States,Palladium
n497,United States,"Bituminous coking coal, Refined lead, Limestone, Limestone"
n498,South Korea,Lignite
n499,Japan,"Steel, Steel, Steel, Hot-rolled steel, Steel"
n500,South Korea,Industrial Support Services
n501,United Kingdom,"Aluminium slab, Software, Software, Asset Management"
n502,Netherlands,Small form and t-foundry
n503,,"Food, Cold-rolled sheet, High-carbon ferromanganese, Food, Fertilizer"
n504,China,"Turn Signal Lamp Part of Vehicle, Various Meters Parts Part of Vehicle, Road Wheel Part of Vehicle, Telematics Communication System Part of Vehicle, Turn Signal Lamp Part of Vehicle, Generator (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle, Drive Train Part of Vehicle, Drive Train Part of Vehicle, Steering Column Module Part of Vehicle, Trimmer Part of Vehicle, Trimmer Part of Vehicle, Trimmer Part of Vehicle, Floor Trim Part of Vehicle, Leather/Fabric Part of Vehicle, Combination Switch Part of Vehicle, Jack Part of Vehicle, Preheater Part of Vehicle"
n505,Japan,Entertainment Content
n506,United States,Component Parts Part of Vehicle
n507,Japan,Home Construction
n508,Austria,"Vehicle Emergency System Part of Vehicle, Air Conditioner Evaporator Part of Vehicle, Vehicle Emergency System Part of Vehicle"
n509,China,"Sulphuric acid, Molten metal"
n510,China,"Copper, Iron ore, Metallurgical coal, Real Estate Services, Iron ore, Molten metal, Metallurgical coal, Real Estate Services, Copper, Zinc, Lead, High purity, Molten metal, Pyrite, Palladium, Steel"
n511,,Railroad rails
n512,Norway,Distributor Part of Vehicle
n513,,"Copper, Aluminium high purity"
n514,United Kingdom,Niobium
n515,,Hot-rolled coil
n516,,"Galvanized steel, Steel, Steel, Steel, Barbed wire, Steel, Steel, Galvanized steel, Steel, Aluminium wire rod, Aluminium wire rod"
n517,Canada,Containers & Packaging
n518,,"High purity, T-foundry"
n519,,"Oil Pump Part of Vehicle, Gasket Part of Vehicle"
n520,China,"Pickled steel, Organic-coated rolls, Hot-rolled steel, Household Products, Chemical grade alumina, Ferrite strontium powder"
n521,China,"Iron ore concentrate, Forestry, Paper & Wood Products"
n522,China,"Palladium, Tinplate"
n523,Indonesia,"Wire rod, Wire rod, Welded pipes and rebars"
n524,China,Refined zinc
n525,United States,T-foundry
n526,United States,"Component Parts Part of Vehicle, Rear Chassis Module Part of Vehicle, Diesel Injection System Part of Vehicle, Diesel Injection System Part of Vehicle, Diesel Injection System Part of Vehicle"
n527,Taiwan,"Transistor Part of Vehicle, LCD Part of Vehicle"
n528,South Korea,"Home Construction, Oil Seal Part of Vehicle, Categories by Production process Part of Vehicle"
n529,China,Security System Part of Vehicle
n530,Japan,Chemical grade alumina
n531,Taiwan,"Various Semiconductors Part of Vehicle, Optical Fiber Part of Vehicle, IGBT devices for Power ECU Part of Vehicle, Resistor Part of Vehicle"
n532,Cayman Islands,"Aluminium, Aluminium ingot, Aluminium"
n533,,"Oil Pump Part of Vehicle, Gasket Part of Vehicle"
n534,Australia,"Continuous caster slab, Pyrite, Remelt, Iron ore"
n535,Germany,Asset Management
n536,Japan,Chemical grade alumina
n537,,
n538,,
n539,China,Motor Part of Vehicle
n540,Taiwan,Other Fuel Systems Part of Vehicle
n541,Switzerland,Industrial Support Services
n542,,
n543,Japan,"Banking, Software, Software"
n544,Japan,Cold forging Part of Vehicle
n545,Netherlands,"Real Estate Services, Aluminium slab, Asset Management"
n546,Taiwan,Home Construction
n547,Spain,"Oil Pump Part of Vehicle, Fuel cell catalyst Part of Vehicle, Catalytic Part of Vehicle"
n548,Germany,"Clean energy system Part of Vehicle, Electric Power Steering Part of Vehicle, Battery ECU (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle, Exhaust System Part of Vehicle"
n549,,"Generator (Electric Vehicle/Hybrid Vehicle/Fuel Cell Vehicle) Part of Vehicle, Welding Part of Vehicle"
n550,United States,Asset Management
n551,Taiwan,Electronics/Electric Parts Part of Vehicle
n552,Ireland,"Banking, Steel"
n553,South Korea,Publishing & Broadcasting
n554,South Africa,"Forestry, Paper & Wood Products"
n555,Japan,"Paint Coating Part of Vehicle, Exterior Decorative Parts Part of Vehicle, Distributor Part of Vehicle"
n556,China,Iron casting Part of Vehicle
n557,United States,"Asset Management, Wire rods"
n558,South Korea,
n559,Mexico,Passenger Airbag Module Part of Vehicle
n560,,"Gasket Part of Vehicle, LSI Part of Vehicle, LSI Part of Vehicle, Terminal Part of Vehicle"
n561,Switzerland,Asset Management
n562,,"Chemical grade alumina, Pgm, Sulphuric acid"
n563,Japan,Tire Parts Part of Vehicle
n564,China,"Thermal coal, Coal, Coal"
n565,Singapore,Pipe Part of Vehicle
n566,Indonesia,
n567,India,Alumina
n568,United Kingdom,Oil Pump Part of Vehicle
n569,South Korea,Various Motor Part of Vehicle
n570,India,"High-carbon ferromanganese, High purity, Iron pellets, Iron concentrate, High purity"
n571,Canada,"Specialty Finance, Specialty Finance"
n572,,
n573,Ireland,Home Construction
n574,Australia,Asset Management
n575,China,"Tin, Tin, Tin, Cobalt hydroxide"
n576,United States,"Tool Set Part of Vehicle, Electronics Parts Part of Vehicle"
n577,Spain,"Ilmenite, Ilmenite"
n578,South Korea,"Small form and t-foundry, Aluminium high purity, Small form and t-foundry, Fertilizer, Fertilizer, Alumina, Food, Fertilizer, Food, Molten metal"
n579,,"High-carbon ferromanganese, Semi-anthracite pulverised coal injection (pci) coal, Chemical grade alumina, Sulphuric acid"
n580,United States,"Fuel Evaporator Part of Vehicle, Water Pump Part of Vehicle, Power Steering Motor Part of Vehicle, Electronics Parts Part of Vehicle"
n581,South Korea,Electrical steel sheet Part of Vehicle
n582,,"Software, Software, Software, Software, Leisure Products, Pci, Software, Software, Software"
n583,Cayman Islands,"Sensors Part of Vehicle, Front End Module Part of Vehicle"
n584,Japan,Railroad rails
n585,Japan,Diesel Injector Pump Part of Vehicle
n586,United Kingdom,Industrial Support Services
n587,Spain,
n588,Taiwan,"Cathode Material (Plate) for Lithium Ion Battery Part of Vehicle, General Commodity Part of Vehicle"
n589,South Korea,"Forestry, Paper & Wood Products, Flat bars, Steel meshes"
n590,United States,Aluminium high purity
n591,India,Specialty Finance
n592,South Korea,Containers & Packaging
n593,United Kingdom,Oil Pump Part of Vehicle
n594,,
n595,Japan,"Bearing Part of Vehicle, Steering Gear Part of Vehicle, Electric Power Steering Part of Vehicle"
n596,Japan,"Hot-rolled steel rolls, Rebar"
n597,Canada,"Alumina, Fertilizer, Phosphates"
n598,Russian Federation,Gold
n599,Taiwan,T-foundry
n600,,"Containers & Packaging, Various processes Part of Vehicle, Door Check Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle, Various Semiconductors Part of Vehicle, IC Part of Vehicle, IC Regulator Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle"
n601,Japan,"Output Shaft Part of Vehicle, Air Intake Module Part of Vehicle, Jack Part of Vehicle"
n602,South Korea,Cold-rolled steel
n603,Japan,"Organic-coated rolls, Fertilizer, Alumina, Forestry, Paper & Wood Products, Household Products, Food, Food, Food, Beverages, Food, Phosphates, Household Products, Chemical grade alumina"
n604,China,"Various power semiconductor devices for Converter Part of Vehicle, Front End Module Part of Vehicle, Various power semiconductor devices for Power ECU Part of Vehicle"
n605,Germany,"Remelt, Sinter, Pgm, Organic-coated rolls, Banking, Hot-rolled sheet"
n606,China,Various power semiconductor devices for Power ECU Part of Vehicle
n607,Spain,"Steel, Aluminium"
n608,,"Covers, Household Products, Food"
n609,Japan,Hot-rolled coil
n610,United States,Asset Management
n611,Vietnam,"Coal, Coal, Coal, Coal, Iron ore, Chemical grade alumina"
n612,Japan,"Small form and t-foundry, Iron pellets, Refined cobalt, Hot-rolled steel, Aluminium high purity"
n613,,Real Estate Services
n614,Brazil,"Alumina, Banking"
n615,Japan,"Pig iron, Organic-coated rolls"
n616,Russian Federation,Various power semiconductor devices for Power ECU Part of Vehicle
n617,Russian Federation,"Pig iron, Steel slab, Hot-rolled strip, Cold-rolled sheet, Galvanized steel, Hot-rolled steel"
n618,South Korea,"Molten metal, Zinc ingots"
n619,India,Remelt
n620,Japan,Semi-anthracite pulverised coal injection (pci) coal
n621,Australia,"Leisure Products, Food, Leisure Products, Leisure Products"
n622,,"Steel, Coal"
n623,,
n624,Japan,Adhesive Part of Vehicle
n625,Indonesia,"Steel, Leisure Products"
n626,South Korea,
n627,,"Steel, Steel, Hot-rolled steel, Hot-rolled steel, Hot-rolled steel"
